,id,text,sentiment
24,1342325663907377152,“wow yall really trust a vaccine that was made in 8 months???” u were made in 9 months and we still let ur dumbass walk around unsupervised,0.15000000000000002
25,1342325668688789504,"@sydney001 @SkyNewsAust Because the numbers will explode otherwise, unless you want another 6 months of lockdown, its best we shut the borders ASAP.",1.0
26,1342325664146403329,"Anyone else tired of being told by millionaire congressmen paid by billionaire CEOs &amp; financiers that we can provide trillions in relief for the richest few in the form of tax cuts, but can’t even provide basic needs for us in the middle of a pandemic? Because I’m fucking fed up.",-0.4
27,1342325655581683712,"There are a lot of paleoartists I love, but this is your casual reminder Tom Björklund is just slap-yer-mama good. https://t.co/IQe6ipvDep",0.2333333333333333
28,1342325666449158144,I have a friend who wrote &amp; acted on The Office who doesn’t want to take the Covid-19 vaccine. His name is BJ No-Vax,0.0
29,1342325653975265280,"JUST IN: New coronavirus strain found in Nigeria, different from UK variant",0.06818181818181818
30,1342325658031026176,"Are you looking for professional web design. Then order now and get 50% discount on our premium service.
Promo code: MS22 
.

https://t.co/nS7WeouSFg
.
#webdesign #wordpress #psdtowordpress #100DaysOfCode  #JoeBiden #Covid_19 #Christmas2020 #SantaClaus #Messi #ByeDon #Christmas",0.1
31,1342325660472250368,"@ABCscience @normanswan @teegstar I've got a $1000 for a dose of UQ COVID-19 and I've got 35,000 mates who want a shot too. And we are getting a special tattoo saying false HIV indication so what.",-0.021428571428571463
32,1342325667665362944,@News3LV Remove the pork.  The people of the Us should not put up with providing billions of aid to forigen countries and unrelated funding in a Covid relief bill. Use the money domestically.  People in the US are in trouble!,-0.25
33,1342325658915983360,"First film hitting the big screen during the pandemic. All the best to @IamSaiDharamTej and the entire team of #SoloBratukeSoBetter. 

Watch and experience movie in your nearby theatres from TOMORROW. Take necessary precautions and Stay safe. https://t.co/gwtHefvLwx",0.3125
34,1342325668118458368,@barry_sluder @FoxNews All high risk people are “among the first”. No one sensible would say to vaccinate a high risk inmate before citizen. Fox News is using the fact that high risk inmates are ALSO receiving vaccines along with high risk general population with vague phrasing to illicit a reaction.,0.06285714285714288
35,1342325652595200002,"BREAKING: US issues mandatory #covid19 testing for people arriving from UK. This is the right move. An outright travel plan is not necessary given the variant is probably already here. Though testing should be required for all travel, not just from UK, to reduce spread.",0.2857142857142857
36,1342325663466889216,@jjhorgan there is no recovery when you clawback disabled people's benefits to further push them into poverty! could you live off of less than 2000 dollars a month?? NO! So why do we have to live in this forced poverty #300ClawBack is NOT helping anyone recover from this pandemic,-0.02121212121212122
37,1342325661516537857,"⚠️Fecal aerosols... 9 infections in 3 families due to vertically shared toilet drainage pipes + aerosols from pipes.

To even prove it, tracer gas was released into drainage system of one unit &amp; shown to come out of the other. 

➡️Fecal airborne transmission is real. #COVID19 https://t.co/u2DmwpxYIJ",-0.30277777777777776
38,1342325660283506688,White House issues coronavirus testing mandate for U.S. citizens and others flying from Britain https://t.co/ayg1tcwUun,0.0
39,1342325664901304320,"@TheEllenShow @ricky_martin @RyanSeacrest Yeah he is so smart that he has changed his mind several times regarding covid, bet he is getting millions of dollars from you pathetic liberals.  You liberal pathetic waste of space all needs to go to hell, which our Lord Jesus Christ will send you. Hope you love HOT 🔥 place.",-0.17653061224489794
40,1342325668676333571,"Let’s all give thanks this holiday season to the grocery store workers, warehouse workers, farm workers, meatpacking workers, restaurant workers, delivery workers, and all the essential workers who have risked their health to keep us fed during this pandemic. We’re in their debt.",0.2
41,1342325656265355265,"Transmission of CoV2 does not always require face to face interaction , as virus is airborne. Same scenario took place with SARS.

Important thread in context of ‘mystery’ transmission in NZ, Australia where genetic tracing of virus takes place. https://t.co/7OrRH3vz6P",0.2
42,1342325665001996290,"Sending our warm #Christmas greetings to everyone and wishing the best for the coming year. 
In this pandemic-stricken time, the least we can do is to spread happiness with our wishes and love as the countdown begins to a new year filled with high hopes and ambitions. https://t.co/WQTjdk6Whd",0.39954545454545454
43,1342325670014287882,"All these cars, personnel and electric spirit really only comes out when it comes to limiting people's movement under lockdown and curfews? Police only has resources to do their job when their job involves limiting innocent people's rights? https://t.co/hMMEgw2ep5",0.0
44,1342325654059065346,"We adopted a kitten during the pandemic so the first man she has literally ever met is a nice handyman here to mount a tv. She’s so confused. What kind of lesbian is this, she wonders",0.425
45,1342325664267948034,"When lockdown was announced, none of us rushed to buy gold, lands, cars or expensive phones. But, all of us rushed to buy fruits, vegetables, bread and milk. Farmers are the heart of our Planet Respect 🙏

#CongressMarchForFarmers",-0.5
46,1342325656873398274,Lovely Alberta spirit. But not Buick please. https://t.co/WMUNzejNVg,0.5
47,1342325665182445569,my boys!!! https://t.co/jk5QCzUSlO,0.0
48,1342325662552485888,Oh prayers and fingers crossed! 😞🙏❤️ https://t.co/LwT768M7fs,0.0
49,1342325657506869248,"@massmutual You left of  not celebrating Christmas this year because 2020 sucks, my family is 600 miles away, and half of them currently have or have recently had COVID.",-0.09333333333333334
50,1342325650854653952,"@a_sari35 why not put them on the defensive? actively denying constituents healthcare during a pandemic is much harder to defend than passively failing to cosponsor a bill. if energy can start building now for universal hc, amidst the public’s yearning for relief, cant that help us in 22?",-0.05833333333333333
51,1342325666910531585,I'm not crying. YOU'RE crying! https://t.co/GKuw7BJqG0,-0.075
52,1342325654004629504,Well we did try to tell you but.... COVID-19 vaccine is causing reactions at a rate that is 'superior' https://t.co/BjEabNjYQT via @MailOnline,0.7
53,1342325667220828160,"Don't worry, America. You might not get the COVID relief checks you so desperately need, but four war criminals were pardoned for their war crimes so. America first, etc.",-0.6
54,1342325661273243654,"Shh, careful... 
PODONG is literally the star on top of our tree. 
Until PODONG wakes up that is. 🤣

This #Christmas, snuggle up and stay at home like true #TRUZ❤️

#FirstChristmas_with_TREASURE_n_TRUZ❤️ 

#TRUZ #TREASURE #TREASUREMAKER #StayAtHome  #Holiday https://t.co/ErPgA2Cetz",0.2
55,1342325650984632320,"The important metric here is 0.04.
It takes a planet.
https://t.co/tBvIN5PrBo https://t.co/NVm2H4VOtD",0.4
56,1342325649189564416,"People who have suffered from this virus know truly what a shitshow it is. Since our awaam listens somewhat to religious scholars do listen to what molana tariq jamil is saying and please follow his msg. He still has difficulty talking, may Allah heal him completely
#coronavirus https://t.co/xvMktHFJTv",0.05
57,1342325667476733952,"I know it's hard to not see family and friends over the holidays, but we have to keep social distancing to prevent further spread of this deadly virus. Wear a mask and please limit holiday travel.",-0.12916666666666668
58,1342325657456541696,"Only the most Christian nations get together on Christmas Eve to discuss increasing aid during a pandemic and decide, ""No.""",0.16666666666666666
59,1342325650816905217,@natejacobsdaddy omg I just got tested and most likely have it too- covid mutuals 🥰,0.25
60,1342325665056612352,"All I want for Christmas is to engage the Black community state-wide with @KizzyPhD and talk health equity, civil rights and COVID-19 at her convenience.  We really need your voice in NJ. DM? So proud of you!!!",0.3444444444444445
61,1342325669502590976,"In the new relief bill, Employers will no longer have to provide paid sick leave to workers who get infected with COVID-19.

This means the poor will be forced to work while infected and will spread the virus, killing more people.

Mitch McConnell insisted on this provision. https://t.co/o6oDQ3DFHF",-0.288961038961039
62,1342325668214759426,@LibertyBlitz You’re exactly right. Vaccine mandates violate our bodily autonomy. And they’re looking to use COVID-19 as an excuse to force people into a medical decision. It’s been trending that way since #SB277 in 2015. #1A #4A @CplBart @muppet_mastertm @IamMonicaRae @itsbaxter,0.14285714285714285
63,1342325673726156802,"merry Xmas eve to everyone missing someone in heaven, to everyone with a broken home, and to everyone who can’t see certain family due to COVID. Holidays are always hard but this year especially.. big super hug to everyone. merry Xmas ❤️",-0.30000000000000004
64,1342325673680101376,"BGR:
The only COVID vaccine side effect Dr. Fauci mentioned experiencing was having ""a little bit of a sore arm"".

More vaccine side effects, Dr. Fauci said in a new interview, are ""temporary"" and ""nothing to worry about"".

https://t.co/2jkr5jKZ7B https://t.co/MTuZBSh79c",0.11221590909090907
65,1342325678847512576,I know Future’s waiting for Corona to be done cause he’s about to make P’s from Mask Off.,0.0
66,1342325679917068288,"@catturd2 @wolfblitzer Dr. Fauci a ""national treasure""? Nearly everything he's claimed about Covid has been  wrong! National bull shitter would be more accurate! . . . PRS (Paul Revere Society).",0.11875000000000002
67,1342325682995511297,"If it wasn’t for congressional Republicans you would be getting $2,000 in COVID relief.",0.0
68,1342325679891869696,"Are you looking for professional web design. Then order now and get 50% discount on our premium service.
Promo code: MS22 
.

https://t.co/nS7WeouSFg
.
#webdesign #wordpress #psdtowordpress #100DaysOfCode  #JoeBiden #Covid_19 #Christmas2020 #SantaClaus #Messi #ByeDon #Christmas",0.1
69,1342325676649586690,"The Department of Homeland Security was established in response to 9/11. It's annual budget is ~$52 billion. 

The National Institute of Allergens and Infectious Diseases funds work on ALL infectious diseases, not just COVID-19. It's annual budget is ~$5.9 billion.",0.0
70,1342325681078734866,"President @realDonaldTrump's Administration has had HISTORIC successes this year! 

✅Reached 450 miles of completed border wall 
✅Brokered FOUR peace deals in the Middle East 
✅Developed a COVID-19 vaccine in record time",0.0
71,1342325673700966401,"Don't worry, America. You might not get the COVID relief checks you so desperately need, but four war criminals were pardoned for their war crimes so. America first, etc.",-0.6
72,1342325673197666306,"WATCH: In his Christmas message, President Rodrigo Duterte says Filipinos continue to survive through unity, strength, and indomitable spirit amid the #COVID19 pandemic  and other natural calamities that hit the country this year. | via @azereraser_PNA https://t.co/0aG1ABb8n7",0.0
73,1342325684421722113,"How could so many people ignore the govt's health warnings against travel, and fly over Christmas? There were &gt;227,000 new confirmed #COVID19 cases in the US yesterday.

Some of those who chose to travel and gather for the holidays won't be here for next year's. https://t.co/1SNixV0kkC",0.3672727272727273
74,1342325679795408896,Lots https://t.co/O6ADuyr7S6 #Streamers #Witcher 3 @GTAJunkies @GTAPlace @GamerRetweetGod #best #promotion #YouTubeLive @YouTubeFanFest @DynoSociety @TwitchStreamSUP #StreamingLive #Apple #CORPSEMERCH #TrumpIsACriminal #StayAtHome wish everyone the best #Christmas #vaccination ☝🏻,1.0
75,1342325684950196224,"Listen, Kasarani Stadium has been designated as a police station to hold all those nabbed tonight and the subsequent days violating curfew and Covid-19 regulations.

Crackdown leo na Siku zijazo itakuwa mambo byaaad. 
Usiseme sikukwambia.",0.0
76,1342325680906907648,"Biden has agreed to lead the effort to clean up a mess in America that combines the 1918 pandemic w/the Great Depression w/the scandals of every other administration in US history combined. Now, I don't know anyone else's definition of gutsy public servant who is up for a fight.",0.33055555555555555
77,1342325675290550272,"Still waiting for Doug Ford to do something. Anything. 

If voters aren’t going to hold him accountable (see the latest polls), guess what, he’s going to continue doing sweet f*ck all to fight Covid. #onpoli https://t.co/tPvVifhKa4",0.5
78,1342325673914990594,"YOU CAN’T FIND MUTATIONS ==&gt; IF YOU DON’T GENETIC 🧬 SEQUENCE. 

Australia 🇦🇺 &amp; New Zealand 🇳🇿 is leading the world of ~half of all viruses in their countries sequenced. 

UK 🇬🇧 leads in total #SARSCoV2 samples sequenced. 

USA 🇺🇸 ranks—#43 in % 🧬 sequenced.  So #winning, not.🧵 https://t.co/6Y9UzUVsLx",-0.015151515151515154
79,1342325674825039872,"People keep asking me ""what are you doing for Christmas?!"" 

Uh...nothing? I thought we were in a pandemic.",0.0
80,1342325675554910209,"#MWEworks: @min_waterUg wishes you all a Merry Christmas and a Happy New Year. As we celebrate the birth of Jesus Christ, let us continue observing the #SOPs to fight the #COVID19 pandemic.
#StaySafe 
@HonKibuule @okidi64 @MosesWatasa @NabunnyaJane @GovUganda @Alitogj https://t.co/EM0qxnBRbe",0.4681818181818182
81,1342325684086079489,"Each flag @inamericaflags, now partnered with @chefjoseandres, honors a death from Covid-19 in the USA. This hard-hitting video shows the shocking loss and underscores the incompetent and deadly response by @realDonaldTrump. https://t.co/M4m9CsK5Gv",0.0
82,1342325676691632128,Sickening! https://t.co/UTPRXgq8Zm,-1.0
83,1342325670786035713,"Doctors are recommending if you are feeling the least bit anxious or angry about the hypocritical lockdowns, that anger MAY be a symptom of Covid and to stay home. Are you serious???",-0.4375
84,1342325673948397568,"Okay! A survey of students of PTU
@IKGujralPTU students reached 5k responses.A majority with 94.7% of students want 'online examination' due to severe pandemic
Giving exams in physical mode is very risky.
@nidhiindiatv @anubha1812 
@CMOPb @AnuragVermaIAS
.
.
#ptukillingstudents https://t.co/VikWzJiRzH",0.625
85,1342325680437141505,"GAH! MY HEART IS LITERALLY EXPLODING---If I die now, I die happy. This message is pure joy!

#SaveSanditon #Sanditon #SanditonPBS https://t.co/DvF7GeIL6D",0.6714285714285714
86,1342325686002970625,"Why did House GOP defy @realDonaldTrump’s request for $2000 checks in the #StimulusPackage? Is Trump already irrelevant?

Republicans didn’t stand up to @POTUS for 4 years and the one time they do is right before Christmas to stop $2000 checks from going to the American people. https://t.co/TErXHucsRQ",-0.5
87,1342325679740788737,"Jesus Christ was a Brown-skinned, socialist, Jewish refugee. He hung out with sex workers. Authorities called him a troublemaker. He was murdered by police. He advocated for universal health care and against wealth. He's a major prophet in Islam. He told us to love one another.",0.0
88,1342325682437648384,"JUST IN: California becomes first state to record more than 2,000,000 Covid-19 cases, according to an NBC News tally. https://t.co/nH1EgIUOeW",0.375
89,1342325682072924161,"He doesn’t care about you. 

He vetoed the defense bill. He says he won’t sign the life-saving COVID relief bill. Because of him, the gov shuts down in 4 days. Instead of dealing with this crisis he alone created, he’s playing golf. 

Because HE DOESN’T CARE ABOUT YOU. https://t.co/Q1wOsggNg0",0.0
90,1342325672589602818,"Black people are still being mistreated by the healthcare system, even those who WORK WITHIN the system. 

RIP Dr Susan Moore 
She was mistreated by her very own colleagues who downplayed her Covid symptoms. https://t.co/xuuZOH1Ltd",-0.16666666666666666
91,1342325679707353090,"@Jennyjfromtheb1 @Solarpowercdn @fordnation @JustinTrudeau Actually, that 900 each day that die in Canada is probably a lot higher, due to the fact that they are sticking some of those numbers under 'COVID-19' in order to keep the hysteria going as long as possible. Notice there's hardly any flu deaths / cases this year?",-0.03611111111111112
92,1342325681695424514,"I got real sick with the GI version of Covid. If you get it and have GI symptoms make sure to have Gatorade to replenish sodium levels and electrolytes. It’s tough to get food down if you get it like i had it. Also, hang in there, it ends.",-0.25
93,1342325675722760195,"Aye real talk, tomorrow and this weekend for folks that celebrate Christmas, there's going to many folks during this pandemic that are isolated and having seasonal depression.

Reach out to them, show them some love, even if it's a text, call, or message. Means the world. Cheers.",0.4
94,1342325687097597958,"COVID-19 recovery rate improves to 95.75 per cent in country
https://t.co/apWZAhzLot",0.0
95,1342325677828300800,The next plot twist in the Corona-Saga is gonna be like: https://t.co/cSoSxp0JAo,0.0
96,1342325675160719362,Very very well said sir ... 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/WjNSDWhUir,0.26
97,1342325670786068480,This boy got real quiet when the big homie started hollerin bout $2000 checks https://t.co/ukV0rh4VSI,0.0
98,1342325677614239744,@McKaylaRoseJ @JoeBiden Any wonder America's response to this pandemic is amongst the worst in the world. So many ignorant or selfish people only care about their own health,-0.08
99,1342325683721302017,"tune: RUDOLPH RED-NOSED 

You know Swine Flu, Asian Flu, AIDS &amp; Ebola
Everything WHO said was going to kill ya
But do you recall, the most novel virus of all

We shut the world for COVID
Everybody wearing masks
And if you ever saw it
You would shake your head and ask — WHY!!!?",0.0
100,1342325686846029825,"The Minister of Health and Wellness, @christufton, will on Christmas Day, Friday, December 25, 2020 host a television special “Together Apart”, to celebrate and recognize the role healthcare workers have and continue to play in managing the COVID-19 pandemic.Tune in @themohwgovjm https://t.co/qe1y8MsgoE",0.0
101,1342325678486806530,@instablog9ja COVID-19: No room for Crossover Services in Lagos — SanwoOlu https://t.co/XykkSvmnGG,0.0
102,1342325679145316355,"Covid-20 said:
New year, new me.",0.13636363636363635
103,1342325678822326276,"#BIDEN SO FAR:

1. Hit the brakes on canceling student debt

2. Won't close border torture camps

3. Worked to reduce stimulus checks

4. Tried to silence black lawmakers on police violence

5. Team said immigration activists were ""too adversarial""

6. Released useless COVID plan",0.1
104,1342325678641881090,@realDonaldTrump smf!!! Wish a prayer to the families tonight on Christmas eve who are missing their families to covid!!!!!,-0.6103515625
105,1342325684270739458,"Vietnam reporting ZERO deaths from Covid19
since the beginning. ZERO .. why because they
don't have democrats there &amp; its not election
year. 

That's what happens when the government
agencies, hospitals are Honest, not getting
an incentive for politically favored disease.",0.0
106,1342325681888354305,"Whenever you see a coalition of Larry Summers, House Republicans &amp; corporate Democrats, watch out. They will do everything they can to screw over the working class. They deregulated Wall Street, outsourced jobs and now oppose a $2,000 survival check during a damn pandemic.",0.0
107,1342325670374821888,"This doctor died weeks after claiming hospital staff ignored and mistreated her COVID-19 symptoms. 

She eventually received treatment at a different hospital, but still succumbed to the illness, say friends and family. https://t.co/weE7d7BiHL",0.0
108,1342325684090396677,"Don't worry, America. You might not get the COVID relief checks you so desperately need, but four war criminals were pardoned for their war crimes so. America first, etc.",-0.6
109,1342325679237566469,"This is outrageous. On Christmas Eve, Kevin McCarthy and House Republicans deprived Americans of receiving $2,000 during the pandemic.",-1.0
110,1342325672165875713,Thank you @PNBallet for the online Nutcracker. We're enjoying it tonight as a family. Appreciating the dancers of color. I hope these arts innovations continue post COVID. It is allowing for more accessibility for many.,0.5
111,1342325675726954497,"A reminder of the season—and hope for a brighter future. 
https://t.co/tocTa5ex1z",0.0
112,1342325671490686977,"If it wasn’t for congressional Republicans you would be getting $2,000 in COVID relief.",0.0
113,1342325675131338753,when covid is over im throwing my mask in the air like i graduated,0.0
114,1342325674388975617,"Do not forget. We should have been better prepared for this pandemic. Trump was left a playbook, but ignored it. He did away with key safety systems, like the National Security Council’s pandemic response unit. Trump &amp; team assured us that it would go away in time – no urgency.",0.25
115,1342325679015165952,This was my worst semester 😔 UGH professors don’t give a fuck we in a pandemic,-0.7
116,1342325674359590912,Iran says US approved its funds transfer to buy COVID vaccines | https://t.co/PaEyIC5zJp,0.0
117,1342325678356762629,"Wait, what? https://t.co/QcaPkKnYdI",0.0
118,1342325675466756097,Should Dr. Fauci be fired for making false statements? https://t.co/Qu6lMilxSk,-0.4000000000000001
119,1342325677710700545,"@largejack1000 @PrisonPlanet It is reported they are finding covid19 was in Spain and Italy previous to China.
China locked down hard and have much better control of the virus.
Trade with China is being affected globally. Seems more nations need China than China needs the world.",0.06435185185185184
120,1342325672535064576,Fuck covid I miss the nice drunk girls in the bathroom,-0.10000000000000002
121,1342325684333666304,"SLEIGH SIGHTING: AIR 2 has confirmed that #Santa has entered #YorkRegion air space. The right jolly old elf is heading north on Weston Road, just south of Langstaff. He has donned all necessary PPE and is following the rules of the road…er, sky. #hohoho",0.2619047619047619
122,1342325692399308800,Can i be the party pooper real quick 👀👀👀 all these get togethers in small places is covid on vacation till after Christmas 👀👀👀👀,0.125
123,1342325694198591488,Who got dibs on the first hug after quarantine,0.25
124,1342325703639896064,"The U.S. has now vaccinated 0.37% of its population.

https://t.co/TZyKWgsEfh",0.0
125,1342325700871647232,"@nctot181 #JUN #JUNHUI #준휘 Same with Jun, I hope he'll celebrate this season happily despite of this pandemic and being away from their hometown and family. https://t.co/947WE7JIp4",0.4
126,1342325689178066947,"I’m 100% sure if COVID hadn’t happened, I wouldn’t have learned so much more about the women’s game. I wouldn’t have started a podcast, I wouldn’t have started researching for threads. I wouldn’t have started watching Arsenal Women so consistently. I wouldn’t have started",0.2
127,1342325691774365696,EMT who gave CPR to United passenger with COVID-19 says he now has symptoms https://t.co/quVboSLB61 via @nypost,0.0
128,1342325692990697472,"⚠️Fecal aerosols... 9 infections in 3 families due to vertically shared toilet drainage pipes + aerosols from pipes.

To even prove it, tracer gas was released into drainage system of one unit &amp; shown to come out of the other. 

➡️Fecal airborne transmission is real. #COVID19 https://t.co/u2DmwpxYIJ",-0.30277777777777776
129,1342325688863399936,"Time for the reindeer to get moving. 🦌
On Shasher!  On Dandruff!  On PraarP!  On Dixen!  On Covid!  OK Cupid!  On Donald!  On Biden!  On Fauci!  On Screwdolf!",0.78125
130,1342325697692499969,"At #Christmas2020 #BuyItalian and #stay in #family with interactive #Quiz! 
Now on #AppleBooks #VisitingIrpiniaCastles v.2.0!
https://t.co/Fy6OO7p6oT

#AppleNews #AppleItalia  #AppleItaliaNews #AppleBooks  #Campania #COVID_19 
@AppleEDU @TinaRigione
 #StayHome #goodmorning https://t.co/bopjKI7wIA",0.0
131,1342325700972355585,"(teaser)
I will survive - gloria gaynor
#iwillsurvive #gloriagaynor #cake #mutation #auspol #PetitPapaTopAchat #FelizLunes #corona #findingscomo #concours #FelizDomingo #TheMandolorian #IreneMontero #AUSvIND #FelizViernes #asanoya #MewSuppasit #rt #navidad #lockdown #LeagueOfLege https://t.co/z0zHwyz3PZ",0.0
132,1342325691799527431,"Now this is a damn good advise - never spit on the ground, pandemic or not!  Disgusting habit… https://t.co/vd27Wts0YU",0.6875
133,1342325699953229825,"This is my child, @realDonaldTrump.  She was just diagnosed with Covid and is struggling to breathe.  I can’t say what I would like to say or the Secret Service would be here.  But look at her.  Look at a victim of the “hoax”. https://t.co/SyBNR2L9gV",0.0
134,1342325694479667202,"President @realDonaldTrump's Administration has had HISTORIC successes this year! 

✅Reached 450 miles of completed border wall 
✅Brokered FOUR peace deals in the Middle East 
✅Developed a COVID-19 vaccine in record time",0.0
135,1342325704550199298,Wishing all our Christian citizens a very Happy Christmas. Please stay safe by observing COVID 19 SOPs.,0.5
136,1342325702255788032,"But, but, but ... the NSW Premier declared it was a proven fact children could not catch/transmit COVID-19? Or is this ""child"" 13yo? This is SO confusing. #auspol #COVID19nsw https://t.co/SHXmh35mbR",0.0
137,1342325692772610048,"This is infuriating.

Cancelling student debt will shrink the Black-White wealth gap by 25 points. 

It will allow many young people to become home owners. 

It will boost college graduation rates. 

People need relief from economic oppression especially during a pandemic. https://t.co/D2bzGIzbNi",-0.04999999999999999
138,1342325689052106753,"Don't worry, America. You might not get the COVID relief checks you so desperately need, but four war criminals were pardoned for their war crimes so. America first, etc.",-0.6
139,1342325697218453504,i have a higher chance of getting coronavirus than a loving boyfriend,0.425
140,1342325695456768001,"@WeaselZERO Is okay ma dude~ I appreciate this, though, and want you to know I care about you too, and you're still a big fashion and fitness inspiration for me I wanna follow once this pandemic is over.",0.25
141,1342325697658974211,"With the coronavirus pandemic affecting every aspect of life, April 2020 saw the music industry responding in various ways: https://t.co/jwfKwFR8lW",0.0
142,1342325701039419392,"@RantingMom4 Hey, hope you and your family had an amazing Christmas Eve. And Merry Christmas to you from the future.
Don't forget to keep hand sanitizer for Santa along with the cookies.",0.30000000000000004
143,1342325694773166081,"Let’s all give thanks this holiday season to the grocery store workers, warehouse workers, farm workers, meatpacking workers, restaurant workers, delivery workers, and all the essential workers who have risked their health to keep us fed during this pandemic. We’re in their debt.",0.2
144,1342325701932769281,"Winter 2021 Anime calender!

Winter season is so stacked because of the delays caused by Covid-19 pushed everything to next year. https://t.co/bIV4QFll70",0.0
145,1342325692617396225,"Watch: The Trumps salute pandemic doctors, scientists and teachers in Christmas Eve video message. | Just The News https://t.co/PMlniL2Kpk",0.0
146,1342325705963499520,"If you don't watch AND RT any other tweet, make sure this one is it. https://t.co/hkCOLidNNz",0.1875
147,1342325690524454912,San Diego senior citizens becoming tech-savvy during pandemic with #CandooTech https://t.co/M18ReXvKf3  #client,0.45
148,1342325701635158016,"This is outrageous. On Christmas Eve, Kevin McCarthy and House Republicans deprived Americans of receiving $2,000 during the pandemic.",-1.0
149,1342325699873533953,"@SteveInmanUIC 🍻 Now That is American Christmas 🇺🇸 
Merry Christmas everyone!. Fook fake ass covid.
Hang with your Family.",-0.25
150,1342325697679790080,Happy tears. #bcpoli #covid19 #covid19bc https://t.co/IXG3LSjiiJ,0.8
151,1342325702058602497,"*Coronavirus enters my body*

Calcium Sandoz that I ate 10 years ago: https://t.co/4pRmFIZ6jI",0.0
152,1342325700250877953,Corrected Sask. data show 40 more people hospitalized with COVID-19 https://t.co/3xnBOk48I6,0.5
